Game,alpha,gamma,omega,beta,Q_Deck_1,Q_Deck_2,Q_Deck_3,I_Deck_1,I_Deck_2,I_Deck_3,I_transformed_Deck_1,I_transformed_Deck_2,I_transformed_Deck_3,V_Deck_1,V_Deck_2,V_Deck_3,Softmax_Prob_Deck_1,Softmax_Prob_Deck_2,Softmax_Prob_Deck_3,Chosen_Deck,Chosen_Prob
31,0.07782880961894989,1.908057451248169,0.8424431681632996,2.0435855388641357,0.0,10.967814868879762,7.242303823632671,0.0,4.0,2.0,0.0,14.085265984071027,3.7530342369969167,0.0,-0.8982212311637898,4.080585770791657,0.0002389387861232213,3.8115288530542784e-05,0.9997229458253739,3,0.9997229458253739
32,0.07809936255216599,1.8735343217849731,0.8249191641807556,2.0435855388641357,0.0,7.191968361119932,5.331571876116872,0.0,4.0,2.0,0.0,13.4270330380404,3.6642916147654514,0.0,-3.8842485100477466,2.3088274999500045,0.008851392588487321,3.1598861414602832e-06,0.9911454474262567,3,0.9911454474262567
33,0.07858328521251678,1.8722827434539795,0.8132141828536987,2.0435855388641357,3.4542724691911864,0.0,6.043523691795904,2.0,0.0,4.0,3.6611141177041753,0.0,13.40375658285282,0.47700254362824523,0.0,-4.856601264898637,0.7260645761218277,0.2739220175876281,1.3406217937825313e-05,1,0.7260645761218277
34,0.07826109230518341,1.8506518602371216,0.8205673694610596,2.0435855388641357,5.107386326844456,0.0,14.63124157459599,2.0,0.0,4.0,3.6066310848074776,0.0,13.007787781899562,2.1479025449674967,0.0,3.9574753718949545,0.0241665097083518,0.0002998554357082322,0.9755336347583867,3,0.9755336347583867
35,0.07904263585805893,1.7881791591644287,0.7956320643424988,2.0435855388641357,6.49370546973298,12.435152144081387,0.0,2.0,4.0,0.0,3.4537871116251835,11.928645412428228,0.0,3.7457617003111188,2.9443393697814386,0.0,0.8369000031481274,0.1627034970108718,0.0003964997573106623,2,0.1627034970108718
36,0.07880587875843048,1.8548061847686768,0.8054792284965515,2.0435855388641357,0.0,3.337040968306284,1.665904714281261,0.0,2.0,4.0,0.0,3.6170315566092937,13.082917281507449,0.0,0.4235971806409493,-8.872113404111559,0.2961587764860041,0.7038412194866219,3.956989954426238e-09,2,0.7038412194866219
37,0.07749605178833008,1.8626079559326172,0.8288305401802063,2.0435855388641357,7.168790016986804,8.140782104746222,10.024132657069458,2.0,2.0,2.0,3.6366446356843465,3.6366446356843465,3.6366446356843465,4.154627879149098,5.126619966908516,7.009970519231752,0.002853877623925837,0.020801552300996416,0.9763445699774433,3,0.9763445699774433
38,0.07821837812662125,1.8556956052780151,0.8254376649856567,2.0435855388641357,15.867463497884561,0.0,0.8053391273020019,4.0,0.0,2.0,13.099058449654622,0.0,3.6192621416049184,5.055007277691013,0.0,-2.182136163835349,0.99996699550025,3.262692218246709e-05,3.774775709089813e-07,1,0.99996699550025
39,0.0783635601401329,1.8582829236984253,0.8194793462753296,2.0435855388641357,4.482210554437608,0.0,13.58647601512487,2.0,0.0,4.0,3.625758722789202,0.0,13.146126315881986,1.5109761665342387,0.0,2.8134970157329935,0.06507099458386022,0.0029673516501342685,0.9319616536728095,3,0.9319616536728095
40,0.0779457837343216,1.8630174398422241,0.8269426226615906,2.0435855388641357,7.3055681237469745,0.0,8.911121755520362,2.0,0.0,4.0,3.637676980549593,0.0,13.232693814820403,4.297417981055599,0.0,-2.031556772585029,0.999844160004161,0.00015342524808981074,2.4146477649590634e-06,1,0.999844160004161
41,0.07748674601316452,1.8823789358139038,0.8437650799751282,2.0435855388641357,2.4194910891961943,1.782195158302784,0.0,4.0,2.0,0.0,13.592678527401732,3.6868249927819647,0.0,-9.049536395553137,-1.3286190265861917,0.0,8.720422164118737e-09,0.06208548179500823,0.9379145093907783,3,0.9379145093907783
42,0.07837921380996704,1.872814416885376,0.8346074819564819,2.0435855388641357,0.0,11.861735183589968,19.221847252019938,0.0,2.0,4.0,0.0,3.6624635891915993,13.413639542154211,0.0,8.805015669657468,8.026723329870714,1.2730000171255175e-08,0.8306874076777996,0.1693125795091315,2,0.8306874076777996
43,0.07809417694807053,1.8614503145217896,0.8265612125396729,2.0435855388641357,8.980984403483884,4.6405818551648865,4.545380506000711,2.0,2.0,2.0,3.633727704731073,3.633727704731073,3.633727704731073,5.977486025822365,1.6370834775033685,1.5418821283391932,0.9997438237047407,0.00014050884889596827,0.00011566734638909373,1,0.9997438237047407
44,0.07822486758232117,1.8523807525634766,0.8230045437812805,2.0435855388641357,0.0,2.8101156871810993,5.316643353147418,0.0,4.0,2.0,0.0,13.039001636191607,3.610955778764344,0.0,-7.9210419057761445,2.3448103398310907,0.008229059010417405,7.678626048396036e-10,0.9917709401225429,3,0.9917709401225429
45,0.07876025140285492,1.7921323776245117,0.7955080270767212,2.0435855388641357,7.534850394228242,0.0,13.461979434050019,2.0,0.0,4.0,3.463264026830811,0.0,11.994197719540363,4.779796060998283,0.0,3.9204988698103556,0.8526722902554268,4.882333909882077e-05,0.1472788863202072,3,0.1472788863202072
46,0.07796750217676163,1.856695294380188,0.8247854709625244,2.0435855388641357,0.0,8.608196320683732,9.278918660594709,0.0,4.0,2.0,0.0,13.117224539830735,3.6217709121134005,0.0,-2.210699899121744,6.291734633128886,2.605983149923643e-06,2.844040789617103e-08,0.9999973654764426,3,0.9999973654764426
47,0.07831116020679474,1.8601229190826416,0.8191447854042053,2.0435855388641357,4.33353760635433,0.0,4.088085144162293,2.0,0.0,4.0,3.6303859206594966,0.0,13.1797019329227,1.3597259104412585,0.0,-6.7079989673730624,0.9415147314941797,0.05848520331231253,6.509935627633318e-08,1,0.9415147314941797
48,0.07752364873886108,1.8693464994430542,0.8318253755569458,2.0435855388641357,5.532412858806985,11.088260121328755,8.292609372096692,2.0,2.0,2.0,3.6536704153783788,3.6536704153783788,3.6536704153783788,2.4931970933735634,8.049044355895333,5.25339360666327,1.1685548899419646e-05,0.9966969724921404,0.0032913418592905707,2,0.9966969724921404
49,0.07761683315038681,1.8591727018356323,0.829716145992279,2.0435855388641357,4.064097148469245,10.820685966048849,8.235932994030351,2.0,2.0,2.0,3.6279955890748186,3.6279955890748186,3.6279955890748186,1.0538906306250988,7.810479448204703,5.225726476186205,1.0027776491039691e-06,0.9949432687883805,0.005055728334476122,2,0.9949432687883805
50,0.07730059325695038,1.8635655641555786,0.8345383405685425,2.0435855388641357,9.476578585713739,11.271659637626339,5.201903167860849,2.0,2.0,2.0,3.6390593087343452,3.6390593087343452,3.6390593087343452,6.439644068972071,8.234725120884672,2.1649686511191817,0.02488219551302743,0.9751138045952212,3.99979423997439e-06,2,0.9751138045952212
51,0.07817976176738739,1.8629859685897827,0.8247805833816528,2.0435855388641357,4.922770560980039,5.775358650088611,2.747238596975886,2.0,2.0,2.0,3.637597628365902,3.637597628365902,3.637597628365902,1.9225506669486938,2.775138756057266,-0.25298129705545946,0.14875642689425914,0.8494991487184395,0.0017444243023514265,2,0.8494991487184395
52,0.0780985876917839,1.8649606704711914,0.8259935975074768,2.0435855388641357,7.42117331469688,11.804024062651228,0.0,4.0,2.0,0.0,13.26838929015472,3.642580032086422,0.0,-3.538431288207695,8.795276277739264,0.0,1e-10,0.9999999842559621,1.5632724003454117e-08,2,0.9999999842559621
53,0.0782306119799614,1.855495810508728,0.827131450176239,2.0435855388641357,5.815676148331212,5.953777286338857,7.0537961222291665,2.0,2.0,2.0,3.6187609548983164,3.6187609548983164,3.6187609548983164,2.822485151865016,2.960586289872661,4.0606051257629705,0.06719463443479627,0.08910494997014881,0.8437004155106848,3,0.8437004155106848
54,0.07889833301305771,1.808475375175476,0.7999160289764404,2.0435855388641357,10.943965059767013,4.509801890502846,0.0,4.0,2.0,0.0,12.269042438800764,3.5027192920359407,0.0,1.1297613527780843,1.7079205837982876,0.0,0.22942612067411441,0.7477725895432167,0.022801289707891637,1,0.22942612067411441
55,0.0799126997590065,1.7377525568008423,0.7751429677009583,2.0435855388641357,9.901567738486694,0.0,5.149797617204696,4.0,0.0,2.0,11.123239524201892,0.0,3.3351520991106076,1.279466843248244,0.0,2.564577921366019,0.067137456755284,0.004913773463396778,0.9279487696885244,1,0.067137456755284
56,0.07810018211603165,1.8593791723251343,0.8260284066200256,2.0435855388641357,11.413754798145012,6.051631021303484,3.181418316039199,2.0,2.0,2.0,3.628514844779015,3.628514844779015,3.628514844779015,8.416498462515094,3.0543746856735643,0.18416198040927956,0.9999825319809279,1.7418528253610527e-05,4.939082029208936e-08,1,0.9999825319809279
57,0.07814725488424301,1.8502906560897827,0.8253273963928223,2.0435855388641357,7.509375816127159,1.370008627240717,3.9647016989325374,2.0,2.0,2.0,3.605728214137158,3.605728214137158,3.605728214137158,4.5334695370531986,-1.605897651833244,0.9887954198585764,0.9992823980987248,3.5554110892095155e-06,0.0007140463902576232,1,0.9992823980987248
58,0.07482439279556274,1.9177693128585815,0.90566486120224,2.0435855388641357,0.0,3.5648815877949573,3.562061567546948,0.0,4.0,2.0,0.0,14.276185285362061,3.778383951554164,0.0,-9.364557777169935,0.14011199049387502,0.42890237419886673,2.0948145595806564e-09,0.571097623649209,1,0.42890237419886673
59,0.07813431322574615,1.860285758972168,0.826245903968811,2.0435855388641357,0.0,2.3980707142651294,10.931422000504735,0.0,4.0,2.0,0.0,13.182677507674024,3.630795712743148,0.0,-8.494062579792308,7.931491914703189,9.133952131067229e-08,1e-10,0.9999999085604759,3,0.9999999085604759
60,0.07840768992900848,1.8421186208724976,0.8142569065093994,2.0435855388641357,11.680538341792316,1.0131522032371068,0.0,4.0,2.0,0.0,12.854817664837267,3.5853615807666133,0.0,1.2134142762795417,-1.906253226235566,0.0,0.9212598137012599,0.001568994081875897,0.07717119212473812,1,0.9212598137012599
61,0.07793591171503067,1.9180693626403809,0.8536234498023987,2.0435855388641357,15.198498607053967,9.252046792531853,0.0,4.0,2.0,0.0,14.282124804348793,3.779169856509336,0.0,3.0069419610573416,6.026058782229118,0.0,0.0020872301637534538,0.9979082940932359,4.4756432198482986e-06,2,0.9979082940932359
62,0.07820387184619904,1.848023772239685,0.8202062845230103,2.0435855388641357,4.111621738817108,14.369200442498418,0.0,2.0,4.0,0.0,3.6000670393692578,12.960482687952934,0.0,1.158824128422296,3.7389310913877445,0.0,0.005101279288169333,0.994420969267987,0.00047775134440167287,2,0.994420969267987
63,0.07804855704307556,1.862167477607727,0.8247501850128174,2.0435855388641357,4.69167073522303,0.0,21.395542543142007,2.0,0.0,4.0,3.6355344782502605,0.0,13.217110942546395,1.6932630016656511,0.0,10.494727847941935,1.54362639050418e-08,4.849991001322867e-10,0.999999983978737,3,0.999999983978737
64,0.07801081985235214,1.8771878480911255,0.8256031274795532,2.0435855388641357,5.4402940769623065,0.0,7.8242628173313005,2.0,0.0,4.0,3.673582941981807,0.0,13.495211631619707,2.4073725110065887,0.0,-3.317426111732374,0.9927432166807393,0.0072485423028740585,8.240917112379225e-06,1,0.9927432166807393
65,0.07794805616140366,1.862688660621643,0.8259261250495911,2.0435855388641357,9.845602752773365,4.565439905796008,7.14380165858167,2.0,2.0,2.0,3.63684807610337,3.63684807610337,3.63684807610337,6.841834913883249,1.5616720669058908,4.140033819691553,0.9959951114596456,2.0512474052418156e-05,0.003984375966702345,1,0.9959951114596456
66,0.07820231467485428,1.8645110130310059,0.8275893330574036,2.0435855388641357,5.332202669176477,5.037740216538574,7.14790220116793,2.0,2.0,2.0,3.6414448940693087,3.6414448940693087,3.6414448940693087,2.3185817179283696,2.024119265290467,4.134281249919823,0.023571779706458972,0.012913729031201374,0.9635144911659883,3,0.9635144911659883
67,0.07810667157173157,1.8612309694290161,0.8247073292732239,2.0435855388641357,4.983020257401427,1.0385875327081129,0.31242668628692627,2.0,2.0,2.0,3.6331752804621815,3.6331752804621815,3.6331752804621815,1.9867139750699652,-1.957718749623349,-2.6838795960445356,0.9996128956036325,0.00031555648631925026,7.154781008690863e-05,1,0.9996128956036325
68,0.07826685905456543,1.8607555627822876,0.8233270645141602,2.0435855388641357,0.0,14.874554274527531,3.200081006237099,0.0,4.0,2.0,0.0,13.191266002373004,3.631978249160229,0.0,4.013827959568326,0.20977501597672843,0.0002737500649584911,0.999305975066864,0.0004202747682469323,2,0.999305975066864
69,0.07928961515426636,1.7917604446411133,0.7924733757972717,2.0435855388641357,0.0,10.226379709590068,4.295621057998748,0.0,4.0,2.0,0.0,11.988015002142955,3.4623712975564818,0.0,0.7261969917335023,1.5517839875605826,0.03419165367504772,0.15081097634652965,0.814997369896923,2,0.15081097634652965
70,0.07827214151620865,1.8540186882019043,0.8272337317466736,2.0435855388641357,7.628419802676346,4.84875460118976,6.082729281036498,2.0,2.0,2.0,3.6150577349820976,3.6150577349820976,3.6150577349820976,4.637922102087428,1.8582569006008418,3.0922315804475797,0.9561228706780319,0.003262203286886277,0.04061492593946932,1,0.9561228706780319
71,0.07808578759431839,1.859482765197754,0.8270410299301147,2.0435855388641357,8.266274953491099,2.905105741021242,5.048826062092582,2.0,2.0,2.0,3.6287754000322963,3.6287754000322963,3.6287754000322963,5.265128809263324,-0.09604040320653251,2.0476799178648073,0.9985899164189925,1.7428235227610702e-05,0.0013926552459207011,1,0.9985899164189925
72,0.078249491751194,1.8629956245422363,0.826532781124115,2.0435855388641357,2.6223955350647064,5.821803140464404,6.9063993457824475,2.0,2.0,2.0,3.6376219748745497,3.6376219748745497,3.6376219748745497,-0.38421827250655083,2.8151893328931465,3.8997855382111903,0.00014219325505943634,0.09826765407150533,0.9015901525832763,3,0.9015901525832763
73,0.07728666812181473,1.8658024072647095,0.8337246179580688,2.0435855388641357,10.687261258407826,4.517370196141438,9.123973518543433,2.0,2.0,2.0,3.644705906353477,3.644705906353477,3.644705906353477,7.648580219063756,1.4786891567973686,6.085292479199364,0.9606317181232612,3.211204933909657e-06,0.03936507057574179,1,0.9606317181232612
74,0.07830629497766495,1.8621234893798828,0.8271794319152832,2.0435855388641357,2.9558354907988678,5.514007630876282,5.779585894974922,2.0,2.0,2.0,3.635423631344684,3.635423631344684,3.635423631344684,-0.05131216334822364,2.506859976729191,2.7724382408278303,0.0019680673655932393,0.3668289341540637,0.6312029984172228,3,0.6312029984172228
75,0.07817475497722626,1.861757516860962,0.8266236186027527,2.0435855388641357,5.005479475475683,6.910958011380345,7.830721194159812,2.0,2.0,2.0,3.634501540141172,3.634501540141172,3.634501540141172,2.0011146605469095,3.906593196451571,4.826356379231038,0.002689556447370837,0.1320769452288137,0.8652334982372922,3,0.8652334982372922
76,0.07805333286523819,1.853205919265747,0.8265697360038757,2.0435855388641357,9.691155927790682,9.750932292341805,5.0528959416011805,2.0,2.0,2.0,3.61302169891416,3.61302169891416,3.61302169891416,6.704741535942929,6.764517900494052,2.0664815497534286,0.46948153787277924,0.5304825632974391,3.5898776733343945e-05,2,0.5304825632974391
77,0.07808979600667953,1.861009955406189,0.8230563998222351,2.0435855388641357,5.214403722796286,7.047736045090365,0.0,4.0,2.0,0.0,13.195918895010458,3.6326187379093966,0.0,-5.6465817752772285,4.057885944739866,0.0,2.4378234617454262e-09,0.9997497067231575,0.00025029073904396965,2,0.9997497067231575
78,0.07824306935071945,1.8612608909606934,0.8255602121353149,2.0435855388641357,7.145358626951538,0.3606054572464898,6.849409639885165,2.0,2.0,2.0,3.633250633390899,3.633250633390899,3.633250633390899,4.14589146330858,-2.6388617063964683,3.849942476242207,0.6467526338340248,6.153867851510607e-07,0.3532467507145148,1,0.6467526338340248
79,0.07813360542058945,1.8604826927185059,0.8268955945968628,2.0435855388641357,8.318748304516248,8.629332368209997,0.0,2.0,4.0,0.0,3.631291364967524,13.1862769772877,0.0,5.3160494721269735,-2.2743419734432386,0.0,0.9999806782480158,1.833931708063433e-07,1.913825881532643e-05,1,0.9999806782480158
80,0.0774904191493988,1.8758503198623657,0.8435102701187134,2.0435855388641357,0.0,1.6327320405673795,2.817281983483663,0.0,2.0,4.0,0.0,3.6701787271076483,13.470211888913518,0.0,-1.4631014089191483,-8.544980085490081,0.9521190501363413,0.04788092494464587,2.482380085933923e-08,1,0.9521190501363413
81,0.07793132960796356,1.8629506826400757,0.8265129923820496,2.0435855388641357,10.755489437333026,6.776961271472583,6.39337791556723,2.0,2.0,2.0,3.6375086597941286,3.6375086597941286,3.6375086597941286,7.749041270110961,3.770513104250519,3.386929748345166,0.9995713058132375,0.00029430573622965804,0.00013438835057576177,1,0.9995713058132375
82,0.07762249559164047,1.922113060951233,0.8521090745925903,2.0435855388641357,9.054907864563539,14.102599922513445,0.0,2.0,4.0,0.0,3.789777267568404,14.362411737778238,0.0,5.825604264183791,1.8642585477174727,0.0,0.9996883870688925,0.0003048592137750357,6.753617363490327e-06,1,0.9996883870688925
83,0.07820291817188263,1.8552664518356323,0.8255382776260376,2.0435855388641357,4.461079761876121,9.733466052358166,2.212843359289213,2.0,2.0,2.0,3.6181856924797984,3.6181856924797984,3.6181856924797984,1.4741289771751762,6.746515267657221,-0.7741074254117319,2.0924423038976613e-05,0.9999788639803632,2.1149659982810457e-07,2,0.9999788639803632
84,0.07821521908044815,1.8538814783096313,0.824586808681488,2.0435855388641357,1.2147377823123553,3.475547667784565,5.441849538422389,2.0,2.0,2.0,3.614713935300538,3.614713935300538,3.614713935300538,-1.765907645893618,0.4949022395785918,2.4612041102164155,0.00017399881253324479,0.017662638399458395,0.9821633626897921,3,0.9821633626897921
85,0.0776415541768074,1.8556126356124878,0.8282119035720825,2.0435855388641357,11.540852788714023,7.194376130768935,7.569802291804928,2.0,2.0,2.0,3.619054003137563,3.619054003137563,3.619054003137563,8.543509183645297,4.197032525700209,4.572458686736201,0.9995624146057859,0.00013875031648744428,0.0002988349777704421,1,0.9995624146057859
86,0.07800258696079254,1.8615431785583496,0.8280524015426636,2.0435855388641357,11.88633168257975,6.093086611638884,7.171859362462132,2.0,2.0,2.0,3.6339616096613727,3.6339616096613727,3.6339616096613727,8.877221044585806,3.083975973644941,4.162748724468189,0.9999273509161514,7.217048369077291e-06,6.543193548676691e-05,1,0.9999273509161514
