Game,alpha,gamma,omega,beta,Q_Deck_1,Q_Deck_2,Q_Deck_3,I_Deck_1,I_Deck_2,I_Deck_3,I_transformed_Deck_1,I_transformed_Deck_2,I_transformed_Deck_3,V_Deck_1,V_Deck_2,V_Deck_3,Softmax_Prob_Deck_1,Softmax_Prob_Deck_2,Softmax_Prob_Deck_3,Chosen_Deck,Chosen_Prob,Weighted_I_transformed_Deck_1,Weighted_I_transformed_Deck_2,Weighted_I_transformed_Deck_3
55,0.0799126997590065,1.7377525568008425,0.7751429677009583,2.043585538864136,9.901567738486694,0.0,5.149797617204696,4.0,0.0,2.0,11.123239524201892,0.0,3.335152099110608,1.279466843248244,0.0,2.564577921366019,0.067137456755284,0.0049137734633967,0.9279487696885244,1,0.067137456755284,8.62210089523845,0.0,2.5852196958386773
56,0.0781001821160316,1.8593791723251345,0.8260284066200256,2.043585538864136,11.413754798145012,6.051631021303484,3.181418316039199,2.0,2.0,2.0,3.628514844779015,3.628514844779015,3.628514844779015,8.416498462515094,3.0543746856735643,0.1841619804092795,0.999982531980928,1.7418528253610527e-05,4.9390820292089363e-08,1,0.999982531980928,2.9972563356299196,2.9972563356299196,2.9972563356299196
57,0.078147254884243,1.8502906560897827,0.8253273963928223,2.043585538864136,7.509375816127159,1.370008627240717,3.9647016989325374,2.0,2.0,2.0,3.605728214137158,3.605728214137158,3.605728214137158,4.533469537053199,-1.605897651833244,0.9887954198585764,0.9992823980987248,3.5554110892095155e-06,0.0007140463902576,1,0.9992823980987248,2.975906279073961,2.975906279073961,2.975906279073961
58,0.0748243927955627,1.917769312858581,0.90566486120224,2.043585538864136,0.0,3.5648815877949573,3.562061567546948,0.0,4.0,2.0,0.0,14.27618528536206,3.778383951554164,0.0,-9.364557777169937,0.140111990493875,0.4289023741988667,2.094814559580656e-09,0.571097623649209,1,0.4289023741988667,0.0,12.92943936496489,3.421949577053073
59,0.0781343132257461,1.860285758972168,0.826245903968811,2.043585538864136,0.0,2.3980707142651294,10.931422000504735,0.0,4.0,2.0,0.0,13.182677507674024,3.630795712743148,0.0,-8.494062579792308,7.931491914703189,9.133952131067229e-08,1e-10,0.999999908560476,3,0.999999908560476,0.0,10.892133294057437,2.999930085801546
60,0.0784076899290084,1.8421186208724976,0.8142569065093994,2.043585538864136,11.680538341792316,1.0131522032371068,0.0,4.0,2.0,0.0,12.854817664837269,3.5853615807666133,0.0,1.2134142762795417,-1.906253226235566,0.0,0.92125981370126,0.0015689940818758,0.0771711921247381,1,0.92125981370126,10.467124065512776,2.919405429472673,0.0
61,0.0779359117150306,1.9180693626403809,0.8536234498023987,2.043585538864136,15.198498607053969,9.252046792531852,0.0,4.0,2.0,0.0,14.282124804348792,3.779169856509336,0.0,3.0069419610573416,6.026058782229118,0.0,0.0020872301637534,0.997908294093236,4.4756432198482986e-06,2,0.997908294093236,12.191556645996624,3.225988010302735,0.0
62,0.078203871846199,1.848023772239685,0.8202062845230103,2.043585538864136,4.111621738817108,14.369200442498418,0.0,2.0,4.0,0.0,3.6000670393692578,12.960482687952934,0.0,1.158824128422296,3.738931091387745,0.0,0.0051012792881693,0.994420969267987,0.0004777513444016,2,0.994420969267987,2.9527976103948124,10.630269351110673,0.0
63,0.0780485570430755,1.862167477607727,0.8247501850128174,2.043585538864136,4.69167073522303,0.0,21.395542543142007,2.0,0.0,4.0,3.635534478250261,0.0,13.217110942546396,1.6932630016656511,0.0,10.494727847941936,1.54362639050418e-08,4.849991001322867e-10,0.999999983978737,3,0.999999983978737,2.998407733557379,0.0,10.900814695200074
64,0.0780108198523521,1.8771878480911253,0.8256031274795532,2.043585538864136,5.4402940769623065,0.0,7.8242628173313,2.0,0.0,4.0,3.673582941981807,0.0,13.495211631619709,2.4073725110065887,0.0,-3.317426111732374,0.9927432166807392,0.007248542302874,8.240917112379225e-06,1,0.9927432166807392,3.032921565955718,0.0,11.141688929063676
65,0.0779480561614036,1.862688660621643,0.8259261250495911,2.043585538864136,9.845602752773363,4.565439905796008,7.14380165858167,2.0,2.0,2.0,3.63684807610337,3.63684807610337,3.63684807610337,6.841834913883249,1.5616720669058908,4.140033819691553,0.9959951114596456,2.051247405241816e-05,0.0039843759667023,1,0.9959951114596456,3.003767838890117,3.003767838890117,3.003767838890117
66,0.0782023146748542,1.8645110130310056,0.8275893330574036,2.043585538864136,5.332202669176477,5.037740216538574,7.14790220116793,2.0,2.0,2.0,3.6414448940693087,3.6414448940693087,3.6414448940693087,2.3185817179283696,2.024119265290467,4.134281249919823,0.0235717797064589,0.0129137290312013,0.9635144911659884,3,0.9635144911659884,3.013620951248107,3.013620951248107,3.013620951248107
67,0.0781066715717315,1.861230969429016,0.8247073292732239,2.043585538864136,4.983020257401427,1.0385875327081129,0.3124266862869262,2.0,2.0,2.0,3.6331752804621815,3.6331752804621815,3.6331752804621815,1.9867139750699647,-1.957718749623349,-2.683879596044536,0.9996128956036324,0.0003155564863192,7.154781008690863e-05,1,0.9996128956036324,2.996306282331462,2.996306282331462,2.996306282331462
68,0.0782668590545654,1.860755562782288,0.8233270645141602,2.043585538864136,0.0,14.874554274527531,3.200081006237099,0.0,4.0,2.0,0.0,13.191266002373004,3.631978249160229,0.0,4.013827959568326,0.2097750159767284,0.0002737500649584,0.999305975066864,0.0004202747682469,2,0.999305975066864,0.0,10.860726314959205,2.9903059902603704
69,0.0792896151542663,1.7917604446411133,0.7924733757972717,2.043585538864136,0.0,10.226379709590068,4.295621057998748,0.0,4.0,2.0,0.0,11.988015002142957,3.4623712975564818,0.0,0.7261969917335023,1.5517839875605826,0.0341916536750477,0.1508109763465296,0.814997369896923,2,0.1508109763465296,0.0,9.500182717856566,2.743837070438165
70,0.0782721415162086,1.8540186882019043,0.8272337317466736,2.043585538864136,7.628419802676346,4.84875460118976,6.082729281036498,2.0,2.0,2.0,3.6150577349820976,3.6150577349820976,3.6150577349820976,4.637922102087428,1.8582569006008416,3.09223158044758,0.956122870678032,0.0032622032868862,0.0406149259394693,1,0.956122870678032,2.990497700588918,2.990497700588918,2.990497700588918
71,0.0780857875943183,1.859482765197754,0.8270410299301147,2.043585538864136,8.266274953491099,2.905105741021242,5.048826062092582,2.0,2.0,2.0,3.628775400032296,3.628775400032296,3.628775400032296,5.265128809263324,-0.0960404032065325,2.0476799178648077,0.9985899164189924,1.7428235227610702e-05,0.0013926552459207,1,0.9985899164189924,3.001146144227774,3.001146144227774,3.001146144227774
72,0.078249491751194,1.8629956245422363,0.826532781124115,2.043585538864136,2.6223955350647064,5.821803140464404,6.906399345782448,2.0,2.0,2.0,3.6376219748745497,3.6376219748745497,3.6376219748745497,-0.3842182725065508,2.8151893328931465,3.8997855382111903,0.0001421932550594,0.0982676540715053,0.9015901525832763,3,0.9015901525832763,3.006613807571257,3.006613807571257,3.006613807571257
